,transaction_date,transaction_hour,location_state,location_city,rewards_number,rewards_member,num_of_items,coupon_flag,discount_amt,order_amt
9361,2020-10-01,4:55 PM,Alabama,Birmingham,103-715-08,False,33,,,$45.45
9362,2020-03-13,2:58 PM,Florida,Pompano Beach,508-158-89,False,24,,,$156.94
9363,2020-08-11,3:08 PM,Florida,Saint Petersburg,720-370-09,True,7,,,$143.61
9364,2020-08-26,4:25 PM,Florida,Naples,547-967-18,True,24,,,$219.66
9365,2020-08-24,4:31 PM,Florida,Pompano Beach,,,30,,,$177.22
9366,2020-07-05,3:01 PM,South Carolina,Beaufort,087-992-96,True,17,,,$22.63
9367,2020-10-11,3:59 PM,Florida,Daytona Beach,976-991-00,False,5,,,$68.81
9368,2020-09-12,12:38 PM,Florida,Sarasota,,,27,Yes,0.42,$226.32
9369,2020-08-27,4:11 PM,Florida,Fort Myers,282-150-60,True,4,Yes,0.49,$228.49
9370,2020-05-23,12:08 PM,Florida,Gainesville,389-083-72,True,17,,,$157.27
9371,2020-05-25,5:12 PM,Florida,Tampa,106-192-05,True,8,,,$26.07
9372,2020-02-03,8:06 PM,Florida,Homestead,658-235-39,True,10,,,$227.43
9373,2020-06-22,6:30 PM,Georgia,Duluth,,,7,Yes,0.13,$150.73
9374,2020-01-07,5:02 PM,Alabama,Huntsville,808-117-97,False,29,Yes,0.46,$168.40
9375,2020-09-29,12:25 PM,Georgia,Macon,,,33,,,$200.88
9376,2020-08-20,5:38 PM,Alabama,Birmingham,,,24,Yes,0.21,$163.44
9377,2020-07-16,12:57 PM,Georgia,Macon,697-767-87,False,13,,,$118.64
9378,2020-04-07,3:18 PM,Alabama,Birmingham,,,14,,,$186.84
9379,2020-04-20,7:27 PM,Florida,Port Charlotte,,,5,,,$204.13
9380,2020-06-06,2:28 PM,Alabama,Montgomery,650-836-98,False,4,Yes,0.4,$228.06
9381,2020-05-05,5:38 PM,Alabama,Gadsden,248-767-61,True,18,Yes,0.44,$222.97
9382,2019-10-03,12:57 PM,Florida,Fort Pierce,524-945-21,True,12,,,$73.21
9383,2020-06-09,11:03 AM,Florida,North Port,,,25,Yes,0.23,$197.73
9384,2020-10-08,4:39 PM,Florida,Tampa,469-739-52,True,31,Yes,0.4,$174.95
9385,2020-08-08,1:02 PM,Georgia,Duluth,275-460-78,True,22,,,$208.91
9386,2020-07-29,3:26 PM,Florida,Tampa,337-807-41,True,15,,,$131.84
9387,2020-01-02,7:41 PM,Alabama,Birmingham,273-468-31,True,30,,,$191.07
9388,2020-08-05,4:22 PM,Georgia,Atlanta,,,15,,,$36.40
9389,2020-06-18,1:29 PM,Georgia,Macon,753-770-90,False,7,,,$96.83
9390,2019-11-18,1:38 PM,Florida,Fort Myers,,,8,Yes,0.12,$99.39
9391,2020-06-11,3:24 PM,Georgia,Marietta,762-208-20,True,11,,,$94.31
9392,2020-07-08,1:22 PM,Florida,Miami,587-109-13,True,30,,,$155.00
9393,2020-05-03,1:08 PM,Georgia,Atlanta,848-696-49,False,28,Yes,0.26,$75.51
9394,2019-11-29,12:01 PM,Georgia,Atlanta,753-755-43,False,28,,,$189.97
9395,2020-09-19,12:38 PM,Florida,Orlando,324-433-76,False,12,Yes,0.5,$150.12
9396,2020-03-21,2:00 PM,Florida,Jacksonville,674-138-21,False,9,Yes,0.41,$100.22
9397,2020-10-27,3:36 PM,Georgia,Athens,352-195-74,True,31,,,$59.60
9398,2020-01-15,7:55 PM,Georgia,Marietta,086-108-73,True,18,,,$134.53
9399,2020-08-29,3:27 PM,Georgia,Atlanta,888-620-07,False,20,Yes,0.45,$146.59
9400,2020-05-05,3:11 PM,Florida,Miami,112-128-90,True,12,,,$201.50
9401,2020-05-10,6:56 PM,Florida,Daytona Beach,,,5,Yes,0.22,$21.12
9402,2020-01-01,12:58 PM,Florida,Jacksonville,,,8,Yes,0.14,$36.96
9403,2020-02-18,7:42 PM,South Carolina,Spartanburg,,,16,Yes,0.14,$122.13
9404,2019-11-06,3:48 PM,Florida,Tampa,,,10,Yes,0.31,$26.20
9405,2020-10-17,12:47 PM,Alabama,Birmingham,676-370-72,True,32,Yes,0.4,$60.20
9406,2020-02-29,5:17 PM,Florida,Orlando,,,3,,,$58.02
9407,2020-09-01,6:59 PM,Alabama,Tuscaloosa,,,34,,,$222.61
9408,2020-03-29,3:44 PM,Florida,Jacksonville,,,19,,,$65.44
9409,2020-05-08,8:22 PM,Florida,Naples,663-606-83,True,19,,,$159.94
9410,2020-03-31,2:46 PM,Florida,Saint Petersburg,436-499-79,True,15,,,$112.95
9411,2020-04-30,3:30 PM,Alabama,Huntsville,,,17,,,$121.11
9412,2020-03-03,6:46 PM,Georgia,Savannah,111-962-40,True,4,,,$230.23
9413,2020-10-24,3:56 PM,Georgia,Alpharetta,379-207-55,False,18,,,$220.03
9414,2020-05-10,8:40 PM,Florida,Jacksonville,,,26,,,$191.47
9415,2020-04-26,3:37 PM,Georgia,Atlanta,,,29,,,$27.65
9416,2020-09-25,7:48 PM,Mississippi,Gulfport,263-730-63,False,16,,,$204.28
9417,2019-11-13,4:54 PM,Florida,Miami,,,14,Yes,0.37,$160.24
9418,2020-09-21,1:24 PM,South Carolina,Myrtle Beach,928-394-61,True,9,,,$67.53
9419,2020-10-18,7:23 PM,Georgia,Alpharetta,,,25,,,$220.42
9420,2020-04-18,8:43 PM,Florida,Tallahassee,,,23,,,$115.66
9421,2019-12-26,12:33 PM,Florida,Miami,932-894-99,True,30,,,$173.60
9422,2020-08-09,1:17 PM,Florida,Pensacola,,,31,,,$156.50
9423,2020-04-14,11:10 AM,Georgia,Atlanta,,,3,,,$148.81
9424,2020-02-24,5:16 PM,South Carolina,Charleston,,,14,Yes,0.33,$19.93
9425,2020-07-15,11:29 AM,Florida,Orlando,835-088-18,True,11,,,$135.78
9426,2019-10-21,5:33 PM,Florida,Tampa,,,32,,,$86.38
9427,2020-06-13,11:52 AM,Florida,Fort Lauderdale,685-923-45,True,28,Yes,0.11,$229.27
9428,2020-06-12,2:25 PM,Alabama,Huntsville,684-162-83,False,31,,,$210.57
9429,2020-08-25,11:23 AM,Alabama,Gadsden,777-210-90,True,3,,,$132.49
9430,2020-10-27,6:29 PM,Florida,Orlando,482-607-17,True,26,Yes,0.44,$25.08
9431,2019-11-29,2:45 PM,Georgia,Atlanta,636-544-19,False,28,,,$21.25
9432,2020-08-04,10:07 AM,Washington,Seattle,434-502-00,True,60,,,$950.87
9433,2020-05-17,11:29 AM,Alabama,Montgomery,,,3,,,$38.81
9434,2020-04-29,1:13 PM,Alabama,Montgomery,,,26,,,$106.17
9435,2020-04-23,5:26 PM,Georgia,Valdosta,,,29,,,$58.43
9436,2020-04-14,11:47 AM,South Carolina,Spartanburg,465-305-79,False,9,,,$213.20
9437,2020-09-13,3:51 PM,Alabama,Mobile,,,26,,,$64.06
9438,2020-02-27,2:54 PM,California,Cupertino,499-130-00,True,82,,,$2270.76
9439,2019-12-11,5:58 PM,South Carolina,Columbia,038-390-02,True,16,,,$110.22
9440,2020-06-03,11:03 AM,Florida,Kissimmee,643-950-50,True,21,,,$96.85
9441,2020-02-27,3:16 PM,Florida,Pensacola,653-287-52,True,30,Yes,0.29,$49.84
9442,2019-11-29,6:57 PM,South Carolina,Myrtle Beach,,,7,,,$99.92
9443,2020-01-18,11:32 AM,Mississippi,Jackson,977-936-51,True,18,,,$142.96
9444,2020-01-25,5:56 PM,South Carolina,Charleston,758-859-83,True,20,Yes,0.19,$25.08
9445,2020-04-10,11:53 AM,Florida,Fort Myers,,,17,,,$160.79
9446,2020-07-12,2:01 PM,Florida,Bradenton,,,9,,,$19.58
9447,2019-11-08,7:53 PM,South Carolina,Columbia,,,34,,,$116.48
9448,2019-10-22,6:00 PM,Florida,Hollywood,929-532-65,True,14,,,$69.89
9449,2020-05-08,8:25 PM,Florida,Saint Augustine,931-820-87,True,30,Yes,0.44,$226.83
9450,2020-09-18,6:28 PM,Florida,Miami,,,15,,,$32.27
9451,2020-06-18,3:16 PM,Alabama,Tuscaloosa,,,34,,,$148.39
9452,2020-10-04,11:30 AM,Alabama,Montgomery,,,22,,,$36.01
9453,2019-11-16,11:40 AM,Florida,West Palm Beach,,,13,Yes,0.14,$107.29
9454,2020-10-24,12:50 PM,Florida,Miami,637-338-23,True,28,,,$125.19
9455,2019-11-23,11:56 AM,Georgia,Atlanta,183-233-75,False,12,Yes,0.29,$112.81
9456,2020-05-08,1:23 PM,Florida,Sarasota,348-217-95,False,21,,,$160.29
9457,2020-04-19,2:13 PM,Georgia,Atlanta,221-977-18,False,9,Yes,0.34,$216.51
9458,2019-11-10,3:43 PM,Florida,Pensacola,068-073-42,False,7,Yes,0.47,$178.71
9459,2019-10-15,8:41 PM,Florida,Tallahassee,517-075-47,True,6,,,$210.54
9460,2019-11-12,3:58 PM,Alabama,Montgomery,,,5,,,$167.76
9461,2020-06-10,4:55 PM,Florida,Orlando,,,32,,,$82.32
9462,2020-01-22,12:30 PM,Florida,Hollywood,,,14,,,$87.54
9463,2020-02-20,7:49 PM,Florida,West Palm Beach,154-180-48,True,24,Yes,0.16,$137.17
9464,2020-07-10,6:39 PM,Alabama,Birmingham,,,8,Yes,0.38,$181.03
9465,2020-04-23,5:54 PM,Florida,Jacksonville,,,16,,,$126.27
9466,2020-03-07,11:34 AM,Alabama,Birmingham,898-880-79,False,19,,,$87.33
9467,2019-12-02,12:44 PM,Florida,Brooksville,,,20,,,$83.40
9468,2020-03-16,3:18 PM,Florida,Hollywood,,,5,,,$27.97
9469,2020-07-09,7:14 PM,Alabama,Tuscaloosa,,,9,,,$130.41
9470,2020-02-15,1:07 PM,Florida,Tampa,,,5,,,$80.70
9471,2019-12-21,8:11 PM,Mississippi,Jackson,,,29,Yes,0.35,$127.22
9472,2020-09-04,4:39 PM,Alabama,Birmingham,510-604-13,False,22,Yes,0.28,$205.82
9473,2020-03-16,8:30 PM,Mississippi,Jackson,080-168-80,True,17,Yes,0.33,$144.84
9474,2019-12-29,2:47 PM,Georgia,Augusta,323-794-56,True,31,,,$83.51
9475,2020-06-12,3:53 PM,Georgia,Atlanta,948-627-03,False,10,,,$124.83
9476,2020-01-21,2:01 PM,Georgia,Atlanta,247-466-83,False,25,,,$34.69
9477,2020-05-19,4:52 PM,Florida,Gainesville,,,4,,,$135.69
9478,2020-09-09,12:11 PM,Alabama,Gadsden,114-398-93,True,17,,,$150.06
9479,2020-01-10,4:27 PM,Florida,Fort Pierce,,,34,,,$38.03
9480,2019-10-11,8:36 PM,South Carolina,Florence,090-503-77,True,22,,,$95.33
9481,2019-11-05,6:25 PM,Florida,Bradenton,589-423-33,False,18,,,$54.91
9482,2020-04-05,6:31 PM,Florida,Pensacola,015-865-96,False,15,,,$27.77
9483,2020-01-19,2:26 PM,South Carolina,Myrtle Beach,674-719-23,False,21,Yes,0.33,$158.99
9484,2020-03-25,3:09 PM,Florida,Boca Raton,669-226-34,True,13,Yes,0.44,$134.67
9485,2020-07-20,11:18 AM,Florida,Tampa,087-916-32,True,20,,,$215.78
9486,2019-12-13,12:58 PM,Florida,Fort Myers,428-012-10,True,9,,,$168.91
9487,2020-04-21,1:04 PM,Georgia,Athens,,,14,Yes,0.41,$76.61
9488,2020-02-08,6:10 PM,Florida,Miami Beach,,,6,Yes,0.41,$219.31
9489,2019-12-16,11:52 AM,South Carolina,Spartanburg,310-703-01,False,14,,,$217.81
9490,2020-05-19,12:07 PM,Florida,Orlando,219-434-24,True,8,,,$232.16
9491,2020-10-18,11:24 AM,Florida,Jacksonville,401-096-79,False,26,,,$171.86
9492,2020-07-26,5:29 PM,Georgia,Atlanta,538-279-72,False,10,Yes,0.49,$144.47
9493,2019-12-12,11:00 AM,Florida,Orlando,,,15,Yes,0.4,$52.48
9494,2020-10-09,7:07 PM,Alabama,Birmingham,955-619-56,True,9,,,$186.34
9495,2020-09-07,12:46 PM,Georgia,Gainesville,,,16,,,$208.83
9496,2020-04-24,5:33 PM,South Carolina,Columbia,,,20,Yes,0.14,$160.23
9497,2020-01-22,5:21 PM,Florida,Fort Myers,,,16,,,$196.77
9498,2020-01-05,2:36 PM,Florida,Orlando,951-767-49,False,10,Yes,0.28,$54.52
9499,2019-12-22,6:58 PM,Georgia,Atlanta,919-409-69,True,15,,,$200.65
9500,2020-09-03,2:15 PM,Alabama,Montgomery,,,13,Yes,0.28,$145.28
9501,2020-03-23,8:18 PM,Alabama,Montgomery,310-931-84,True,11,,,$101.27
9502,2019-10-18,1:38 PM,South Carolina,Columbia,433-096-38,False,32,,,$123.50
9503,2020-06-22,3:41 PM,Florida,Fort Lauderdale,170-944-80,False,21,,,$143.99
9504,2020-03-14,6:46 PM,Florida,Orlando,,,11,,,$233.46
9505,2020-08-31,7:02 PM,Alabama,Mobile,,,14,,,$120.25
9506,2020-07-04,3:19 PM,Mississippi,Jackson,424-587-28,True,14,,,$235.31
9507,2020-04-21,8:23 PM,Georgia,Macon,225-240-91,True,16,,,$176.33
9508,2019-10-15,5:15 PM,Florida,Jacksonville,624-529-81,False,14,Yes,0.25,$114.98
9509,2020-01-16,8:25 PM,Florida,Miami,616-226-67,False,23,,,$145.53
9510,2020-03-12,3:40 PM,Florida,Miami,,,27,,,$223.81
9511,2020-09-04,8:55 PM,Florida,Vero Beach,135-431-87,False,13,Yes,0.24,$73.77
9512,2020-03-22,1:35 PM,Florida,Clearwater,,,30,,,$64.02
9513,2020-06-13,1:45 PM,Alabama,Birmingham,368-194-26,True,7,Yes,0.29,$171.08
9514,2020-01-30,8:33 PM,Florida,Hollywood,202-080-10,True,28,,,$49.54
9515,2019-12-22,8:21 PM,Georgia,Atlanta,522-741-70,True,25,,,$203.33
9516,2020-04-30,6:01 PM,Georgia,Atlanta,,,13,,,$235.82
9517,2019-12-19,8:46 PM,Alabama,Mobile,,,8,,,$50.84
9518,2020-03-14,5:18 PM,Alabama,Montgomery,154-277-18,False,25,,,$61.36
9519,2019-11-21,5:42 PM,Florida,Tampa,931-048-26,True,18,,,$108.80
9520,2019-10-30,8:21 PM,Georgia,Lawrenceville,659-171-95,True,31,,,$78.14
9521,2020-01-12,8:20 PM,Florida,Fort Myers,,,29,,,$218.85
9522,2020-09-01,7:59 PM,Florida,Clearwater,,,34,,,$149.48
9523,2019-10-19,4:34 PM,Alabama,Mobile,321-680-03,False,29,,,$175.96
9524,2019-10-02,3:20 PM,Florida,Naples,,,4,,,$98.72
9525,2020-06-12,1:00 PM,Georgia,Atlanta,798-825-98,True,10,Yes,0.33,$84.75
9526,2019-11-07,1:31 PM,Alabama,Montgomery,,,11,,,$195.29
9527,2019-11-09,5:19 PM,Florida,Fort Pierce,815-133-84,False,4,,,$185.05
9528,2020-09-20,1:33 PM,Florida,Orlando,033-668-54,True,22,,,$143.49
9529,2020-08-11,1:47 PM,Florida,Jacksonville,519-016-47,False,19,Yes,0.28,$115.40
9530,2020-04-28,12:31 PM,Alabama,Tuscaloosa,,,14,Yes,0.1,$104.61
9531,2020-08-19,4:35 PM,Florida,Miami,,,12,,,$196.11
9532,2019-12-08,8:09 PM,Georgia,Atlanta,654-322-82,False,17,,,$79.14
9533,2020-02-15,8:19 PM,South Carolina,Columbia,269-287-09,False,9,,,$58.03
9534,2020-02-22,8:51 PM,Alabama,Mobile,898-209-96,False,8,Yes,0.25,$153.41
9535,2020-06-07,1:50 PM,Alabama,Birmingham,,,31,,,$218.75
9536,2020-08-12,3:17 PM,South Carolina,Greenville,,,14,,,$203.90
9537,2020-10-01,2:48 PM,Florida,Gainesville,009-037-60,True,27,,,$235.89
9538,2020-04-29,11:58 AM,Florida,Fort Lauderdale,025-568-54,True,13,,,$134.93
9539,2020-06-07,3:23 PM,Alabama,Montgomery,790-148-18,True,30,Yes,0.49,$61.86
9540,2020-01-02,11:53 AM,Georgia,Savannah,655-069-53,False,12,,,$67.33
9541,2020-06-20,12:53 PM,South Carolina,Aiken,,,26,,,$102.32
9542,2020-08-24,3:02 PM,South Carolina,Columbia,,,9,Yes,0.38,$67.64
9543,2020-03-31,5:04 PM,South Carolina,Columbia,,,16,,,$180.27
9544,2020-02-06,8:31 PM,Alabama,Montgomery,,,31,,,$216.01
9545,2019-12-02,11:25 AM,California,Mountain View,600-613-00,True,94,,,$920.62
9546,2020-05-18,3:12 PM,Florida,Miami,037-202-85,True,10,,,$20.81
9547,2020-01-13,8:16 PM,Georgia,Lawrenceville,678-894-94,False,27,,,$47.07
9548,2020-05-27,4:17 PM,Florida,Pensacola,,,22,,,$219.23
9549,2020-02-06,12:07 PM,Florida,Bradenton,,,32,Yes,0.46,$76.46
9550,2019-12-27,8:53 PM,Georgia,Atlanta,851-780-55,False,31,Yes,0.42,$198.05
9551,2020-06-25,11:01 AM,Georgia,Columbus,787-149-69,False,9,Yes,0.49,$26.82
9552,2020-03-04,11:33 AM,Florida,Orlando,767-050-16,True,21,,,$229.87
9553,2020-08-03,3:53 PM,Florida,Vero Beach,,,15,,,$84.20
9554,2020-06-24,11:40 AM,South Carolina,Spartanburg,,,30,,,$158.06
9555,2020-10-18,12:58 PM,South Carolina,Columbia,962-457-71,False,7,,,$56.43
9556,2020-01-31,2:08 PM,Georgia,Albany,140-259-20,False,13,Yes,0.13,$164.80
9557,2020-10-09,11:38 AM,Florida,Bradenton,,,22,Yes,0.46,$95.20
9558,2020-06-14,11:41 AM,Georgia,Augusta,,,19,,,$54.17
9559,2020-03-01,5:17 PM,Florida,Homestead,,,31,,,$127.14
9560,2020-01-12,7:31 PM,Florida,Melbourne,140-532-85,True,14,,,$84.29
9561,2020-01-14,3:39 PM,Mississippi,Columbus,721-123-80,False,30,,,$94.28
9562,2020-09-09,11:50 AM,Florida,Orlando,309-520-23,True,20,,,$179.00
9563,2020-02-05,11:31 AM,Georgia,Valdosta,,,16,Yes,0.4,$167.24
9564,2020-05-20,6:04 PM,Florida,Miami,899-054-43,True,10,,,$235.56
9565,2020-03-16,2:52 PM,Florida,Daytona Beach,,,28,Yes,0.44,$177.63
9566,2019-12-27,12:50 PM,Florida,Tampa,,,10,,,$230.33
9567,2019-12-12,5:29 PM,Alabama,Huntsville,,,7,,,$129.83
9568,2020-06-20,3:48 PM,Georgia,Savannah,638-246-70,True,18,Yes,0.26,$112.54
9569,2020-05-30,12:15 PM,Florida,Miami,849-258-89,False,21,,,$205.42
9570,2019-12-13,12:52 PM,Florida,Delray Beach,827-071-83,False,30,,,$185.22
9571,2020-06-23,2:02 PM,Georgia,Columbus,353-030-14,True,10,,,$49.75
9572,2019-12-07,5:22 PM,Florida,Fort Lauderdale,231-439-47,True,21,Yes,0.25,$57.46
9573,2020-07-11,4:43 PM,Florida,Lakeland,042-986-32,True,9,,,$70.42
9574,2019-12-04,4:27 PM,Florida,Miami,,,27,,,$115.47
9575,2020-08-31,4:02 PM,Florida,Naples,,,9,,,$117.23
9576,2020-04-13,2:49 PM,Florida,Saint Petersburg,,,34,Yes,0.19,$155.88
9577,2020-06-20,7:22 PM,Florida,Cape Coral,071-381-82,False,29,,,$65.16
9578,2020-06-11,3:21 PM,Florida,Naples,,,14,,,$76.37
9579,2020-02-27,5:28 PM,Florida,Orlando,853-719-65,True,11,,,$42.47
9580,2019-12-18,2:50 PM,Georgia,Duluth,720-670-38,True,8,,,$118.56
9581,2019-10-27,1:27 PM,Alabama,Huntsville,,,24,,,$103.39
9582,2019-11-30,4:43 PM,Georgia,Duluth,993-528-85,True,15,,,$123.52
9583,2019-11-22,4:40 PM,Florida,Boca Raton,932-607-84,False,16,,,$128.22
9584,2019-12-11,2:23 PM,Georgia,Augusta,016-100-04,False,18,Yes,0.45,$233.74
9585,2019-12-28,11:17 AM,Florida,Fort Lauderdale,631-496-44,False,14,,,$106.82
9586,2020-02-06,11:42 AM,Georgia,Augusta,,,25,,,$187.82
9587,2020-09-01,2:50 PM,Florida,Jacksonville,,,26,Yes,0.49,$225.27
9588,2019-10-25,4:13 PM,South Carolina,Florence,,,30,,,$24.55
9589,2019-11-18,6:50 PM,South Carolina,Greenville,,,19,Yes,0.46,$145.64
9590,2020-10-07,6:57 PM,Georgia,Norcross,179-218-39,True,19,,,$124.12
9591,2019-11-06,2:50 PM,Florida,Miami,466-270-58,True,7,,,$202.70
9592,2020-01-20,3:00 PM,Florida,West Palm Beach,998-211-68,True,19,,,$116.49
9593,2020-08-18,2:13 PM,Alabama,Birmingham,,,3,,,$124.69
9594,2020-06-24,5:26 PM,Florida,West Palm Beach,166-798-46,False,29,,,$151.83
9595,2020-08-28,6:08 PM,Georgia,Augusta,,,26,,,$212.10
9596,2020-01-04,8:31 PM,Florida,Clearwater,943-116-65,False,21,,,$182.27
9597,2019-10-16,11:30 AM,Georgia,Augusta,,,16,,,$211.42
9598,2020-08-12,5:43 PM,South Carolina,Spartanburg,098-980-47,False,5,,,$107.17
9599,2020-07-28,5:14 PM,Florida,Palm Bay,617-729-60,True,21,,,$179.51
9600,2020-06-14,4:06 PM,Florida,Miami,,,6,,,$169.52
9601,2020-03-08,2:11 PM,Florida,Gainesville,,,25,,,$23.91
9602,2020-09-03,12:20 PM,Florida,Pensacola,865-757-03,False,6,,,$96.68
9603,2020-08-19,6:39 PM,South Carolina,Columbia,,,30,,,$158.89
9604,2020-08-13,6:06 PM,Alabama,Birmingham,,,14,,,$188.83
9605,2020-03-08,5:03 PM,Florida,Clearwater,057-648-53,False,28,Yes,0.28,$112.48
9606,2020-08-05,12:46 PM,Florida,Miami,807-327-38,False,26,Yes,0.39,$37.85
9607,2020-10-15,6:37 PM,Georgia,Atlanta,845-383-33,False,18,,,$88.29
9608,2020-06-05,2:04 PM,Florida,Jacksonville,,,20,,,$64.35
9609,2020-01-30,6:50 PM,Florida,Jacksonville,853-017-46,True,32,,,$134.73
9610,2019-10-27,3:22 PM,Florida,Ocala,132-482-73,False,23,Yes,0.47,$195.51
9611,2020-10-29,4:37 PM,Florida,Orlando,622-110-28,False,17,,,$220.82
9612,2019-10-27,2:29 PM,Alabama,Huntsville,,,13,,,$74.84
9613,2020-09-27,6:10 PM,Florida,Winter Haven,565-363-63,False,19,,,$69.63
9614,2020-01-25,3:26 PM,Alabama,Mobile,668-767-70,False,23,Yes,0.28,$193.65
9615,2020-08-10,1:10 PM,Mississippi,Jackson,271-231-40,True,32,,,$83.34
9616,2019-12-28,6:33 PM,Florida,Delray Beach,571-271-90,False,29,,,$31.42
9617,2020-06-01,3:59 PM,Alabama,Birmingham,082-776-17,True,25,,,$177.87
9618,2019-12-22,11:59 AM,Alabama,Huntsville,268-815-72,False,33,,,$224.40
9619,2019-12-25,8:53 PM,Georgia,Marietta,697-361-26,False,20,Yes,0.37,$158.42
9620,2019-11-23,1:19 PM,Georgia,Atlanta,,,6,Yes,0.17,$168.22
9621,2020-04-03,12:45 PM,Alabama,Mobile,140-783-95,False,27,,,$116.75
9622,2019-12-26,2:21 PM,Georgia,Decatur,409-675-87,True,10,,,$97.46
9623,2020-10-28,3:06 PM,Mississippi,Jackson,,,9,,,$26.24
9624,2019-11-08,1:22 PM,Florida,Vero Beach,,,33,Yes,0.25,$33.88
9625,2020-10-15,6:09 PM,Georgia,Cumming,355-874-55,False,24,Yes,0.26,$58.44
9626,2020-10-19,5:02 PM,Georgia,Gainesville,,,16,,,$101.02
9627,2020-05-12,5:58 PM,Florida,Jacksonville,178-773-01,True,17,,,$57.17
9628,2019-10-04,2:25 PM,Florida,Clearwater,737-225-11,False,21,,,$27.21
9629,2020-03-29,5:39 PM,Mississippi,Meridian,374-222-32,True,32,,,$45.52
9630,2019-10-08,5:06 PM,Florida,Fort Lauderdale,,,4,,,$226.58
9631,2020-03-15,11:08 AM,Georgia,Augusta,,,30,,,$150.77
9632,2020-04-19,4:20 PM,Georgia,Macon,692-432-20,True,14,Yes,0.25,$193.65
9633,2020-06-07,1:43 PM,Florida,Saint Petersburg,107-104-15,False,14,,,$150.61
9634,2020-03-28,7:12 PM,Florida,Miami,467-658-87,False,28,,,$21.90
9635,2020-02-26,11:02 AM,Florida,Tampa,,,18,Yes,0.43,$43.30
9636,2019-11-23,8:07 PM,Alabama,Mobile,888-586-29,True,21,Yes,0.47,$184.22
9637,2020-01-25,12:03 PM,Florida,Miami,611-356-63,False,11,,,$161.09
9638,2019-12-11,8:52 PM,Georgia,Duluth,379-239-48,True,28,,,$154.27
9639,2020-05-25,2:23 PM,Mississippi,Biloxi,,,6,,,$215.23
9640,2020-07-28,8:41 PM,Florida,Boca Raton,457-217-28,True,10,,,$202.98
9641,2020-06-10,8:25 PM,Florida,Port Charlotte,,,11,,,$42.76
9642,2020-04-15,6:23 PM,Florida,Fort Lauderdale,,,9,Yes,0.38,$59.88
9643,2020-06-18,4:29 PM,Georgia,Decatur,182-736-69,False,24,,,$61.79
9644,2020-08-22,12:57 PM,Florida,Tampa,,,34,,,$63.72
9645,2019-10-27,3:18 PM,Florida,Pompano Beach,,,30,,,$159.03
9646,2020-08-19,3:43 PM,Florida,Miami,301-515-62,False,15,,,$80.12
9647,2020-08-26,8:21 PM,Florida,Tallahassee,068-014-00,True,12,,,$178.97
9648,2020-09-14,5:16 PM,Georgia,Atlanta,,,27,Yes,0.23,$214.87
9649,2020-07-01,4:30 PM,Mississippi,Gulfport,742-286-61,True,11,,,$167.14
9650,2020-04-12,4:48 PM,Florida,Jacksonville,840-356-05,False,32,,,$91.81
9651,2020-06-12,8:38 PM,Georgia,Atlanta,,,11,,,$132.70
9652,2019-11-26,3:31 PM,Florida,Boca Raton,044-622-62,True,28,,,$202.07
9653,2020-09-06,3:38 PM,Georgia,Macon,570-064-02,False,22,,,$69.39
9654,2020-07-10,5:37 PM,Florida,Tampa,,,29,,,$178.91
9655,2020-04-13,7:11 PM,Florida,Pensacola,,,14,Yes,0.16,$227.10
9656,2019-12-08,1:32 PM,Georgia,Atlanta,329-728-91,False,9,,,$167.24
9657,2020-04-06,3:52 PM,Florida,Tallahassee,,,11,,,$174.16
9658,2019-10-22,6:59 PM,Florida,Naples,892-783-86,True,26,Yes,0.13,$138.16
9659,2020-10-20,3:28 PM,Florida,Daytona Beach,,,33,Yes,0.22,$128.41
9660,2019-11-28,12:25 PM,Georgia,Savannah,785-891-36,True,17,,,$75.17
9661,2019-11-16,2:18 PM,Florida,Daytona Beach,,,5,,,$53.40
9662,2020-03-10,12:55 PM,South Carolina,Columbia,492-577-89,True,11,,,$144.59
9663,2019-10-20,6:06 PM,Florida,Miami,825-469-83,False,25,,,$191.85
9664,2020-07-05,12:32 PM,Alabama,Montgomery,703-040-05,False,32,,,$210.76
9665,2020-07-17,8:54 PM,Florida,Lakeland,431-186-21,True,8,Yes,0.42,$61.66
9666,2020-01-13,1:17 PM,Florida,Pensacola,936-236-32,True,19,,,$144.77
9667,2020-08-20,5:01 PM,California,Mountain View,600-613-00,True,64,,,$1965.35
9668,2020-08-22,8:25 PM,Georgia,Norcross,,,18,,,$210.61
9669,2020-04-15,4:58 PM,Florida,Pensacola,652-013-57,False,26,,,$112.49
9670,2020-06-26,11:51 AM,Alabama,Montgomery,796-929-33,True,12,,,$219.22
9671,2020-08-30,5:51 PM,Florida,Daytona Beach,626-802-53,True,30,,,$180.69
9672,2020-07-23,6:46 PM,Florida,Orlando,,,12,,,$21.49
9673,2020-02-19,5:07 PM,Florida,Tampa,525-268-25,True,34,,,$45.44
9674,2020-04-18,6:41 PM,Florida,Ocala,698-796-19,True,22,Yes,0.44,$26.86
9675,2020-05-16,5:46 PM,Florida,Fort Lauderdale,,,30,,,$76.90
9676,2020-04-04,12:01 PM,Florida,Saint Petersburg,,,14,,,$153.68
9677,2020-02-02,8:54 PM,Florida,Miami,,,5,,,$223.47
9678,2020-03-31,3:49 PM,Florida,Tampa,901-718-39,False,10,,,$105.11
9679,2020-05-11,2:08 PM,South Carolina,Charleston,,,32,Yes,0.12,$154.79
